split_mode,Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
random_disjoint,Overall,personal_profile_code64_reliability,SBP,5.018830765194569,0.8837260555855975,-0.01187511697041,7.216657930072855,63.431253047294,87.8352023403218,95.47903461725988,PASS*,PASS (Grade A)*
random_disjoint,Overall,personal_profile_code64_reliability,DBP,2.787298460043912,0.8844054034487744,-0.2468033346299832,4.354078230491807,85.6618722574354,97.16601657727938,99.04558751828375,PASS*,PASS (Grade A)*
random_disjoint,MIMIC,personal_profile_code64_reliability,SBP,5.405442642811852,0.8828208312789583,-0.0214485112802447,7.790822934534352,60.61572700296736,85.83827893175075,94.4114737883284,PASS*,PASS (Grade B)*
random_disjoint,MIMIC,personal_profile_code64_reliability,DBP,2.971844993359257,0.8663536974970053,-0.4648141626552352,4.838456440484027,84.33481701285855,96.32542037586548,98.56083086053413,PASS*,PASS (Grade A)*
random_disjoint,VitalDB,personal_profile_code64_reliability,SBP,4.64299941108777,0.8782150743923403,-0.0025686730788304,6.610955960577207,66.16826923076923,89.7764423076923,96.51682692307692,PASS*,PASS (Grade A)*
random_disjoint,VitalDB,personal_profile_code64_reliability,DBP,2.60789793583063,0.9031370871345392,-0.0348716546938969,3.812982119708821,86.95192307692308,97.98317307692308,99.51682692307692,PASS*,PASS (Grade A)*
random_disjoint,Overall,personal_profile_code32_stable_only,SBP,6.693455239820922,0.8012244987830546,-0.0565888643845995,9.435591350701122,51.0092637737689,78.91272549975622,90.8861530960507,FAIL*,PASS (Grade B)*
random_disjoint,Overall,personal_profile_code32_stable_only,DBP,3.623133489807776,0.8193630435204879,-0.3660262129470699,5.439340601091355,76.9161384690395,94.57825450999512,98.23866406630913,PASS*,PASS (Grade A)*
random_disjoint,MIMIC,personal_profile_code32_stable_only,SBP,7.121890087486139,0.805225320196774,0.298826124453521,10.040000614651207,48.83036597428288,76.65182987141445,89.36449060336301,FAIL*,FAIL (Grade C)*
random_disjoint,MIMIC,personal_profile_code32_stable_only,DBP,3.806633265577368,0.797263752664707,-0.4459103186217779,5.970089827454036,76.13748763600395,93.68199802176063,97.63600395647872,PASS*,PASS (Grade A)*
random_disjoint,VitalDB,personal_profile_code32_stable_only,SBP,6.276967133100216,0.7840181106561187,-0.4020932429570418,8.79473499698121,53.12740384615384,81.11057692307693,92.3653846153846,FAIL*,PASS (Grade B)*
random_disjoint,VitalDB,personal_profile_code32_stable_only,DBP,3.444750534708683,0.841639818165215,-0.288369644834445,4.867054274333343,77.67307692307692,95.44951923076924,98.82451923076924,PASS*,PASS (Grade A)*
chronological_blocked,Overall,residual_reference,SBP,7.939924052725298,0.7128888805345758,0.101493776675726,11.013638364432534,45.4534373476353,71.95392491467577,85.16821062896149,FAIL*,FAIL (Grade C)*
chronological_blocked,Overall,residual_reference,DBP,4.285645002484147,0.7487962270221675,-0.0261972195575552,6.234195629185949,69.59775719161385,90.58142369575816,97.02949780594832,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,residual_reference,SBP,7.1301624057554704,0.7952871711430936,0.3140320445852157,10.248482895939866,50.984174085064296,77.12660731948566,88.17754698318497,FAIL*,FAIL (Grade C)*
chronological_blocked,MIMIC,residual_reference,DBP,3.72677424069564,0.8054102945597355,0.1118371572975588,5.701064898942195,76.25865479723046,93.10583580613256,97.49258160237387,PASS*,PASS (Grade A)*
chronological_blocked,VitalDB,residual_reference,SBP,8.72710580761616,0.5663518967583705,-0.1051179433785952,11.706054416801894,40.07692307692308,66.92548076923077,82.24278846153847,FAIL*,FAIL (Grade D)*
